resume_text,job_description,match_score,match_label
"Highly motivated Database Administrator with 10 years of professional experience specialising in Replication, MySQL, Oracle, PostgreSQL, Performance Tuning and MongoDB, PL/SQL, Backup/Recovery, SQL Server, Partitioning. Holds a B.Tech in Computer Science from IIT Delhi. Previously contributed at Infosys for 8 years and Mphasis for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: CISSP Certified, Oracle Database 19c Certified Professional. Reduced mean time to recovery (MTTR) from 4 hours to 22 minutes using automated runbooks. Led migration of monolithic application to microservices, cutting API latency by 35%. Reduced deployment time by 40% through CI/CD automation. Known for a collaborative mindset and strong ownership across the full delivery lifecycle. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Embedded Systems Engineer to join a high-growth company. We require 10+ years of expertise across SPI, Debugging, Linux Kernel, Assembly, RTOS, C++, C, I2C. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Demonstrated ability to own features end-to-end from design to production. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.14","low"
"Results-driven QA Engineer with 13 years of professional experience specialising in Cucumber, JIRA, Test Automation, CI/CD, Agile and Python, Selenium, Postman, REST API Testing, TestNG. Holds a M.S. in Computer Science from UT Austin. Previously contributed at Infosys for 11 years and Accenture for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Ethical Hacker (CEH), Certified Kubernetes Administrator (CKA). Delivered blockchain-based supply chain traceability solution for a Fortune 500 client. Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Automated regression suite covering 85% code coverage, reducing QA cycle by 50%. Driven by impact and consistently praised for technical depth and reliability. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a Business Intelligence Developer to help scale our platform. Candidates must demonstrate 14+ years of hands-on experience with SQL, Python, DAX, Power BI, Tableau, SSRS, Data Warehousing, Looker. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Demonstrated ability to own features end-to-end from design to production. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.39","low"
"Detail-oriented Full Stack Developer with 13 years of professional experience specialising in AWS, TypeScript, React, GraphQL, Express and Redis, MongoDB, Node.js, Nginx, Docker. Holds a B.E. in Information Technology from VTU Bangalore. Previously contributed at MakeMyTrip for 11 years and Capgemini for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: AWS Certified Solutions Architect – Associate, HashiCorp Terraform Associate. Reduced mean time to recovery (MTTR) from 4 hours to 22 minutes using automated runbooks. Spearheaded zero-downtime blue-green deployment pipeline serving 500K users. Migrated 200TB data warehouse to Snowflake, reducing query costs by 45%. Experienced in both greenfield projects and modernizing legacy systems. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Frontend Developer to strengthen our engineering organisation. You will bring 12+ years working with Webpack, JavaScript, React, Figma, TypeScript, CSS, GraphQL, Redux. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience conducting technical interviews and hiring is a bonus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.19","low"
"Experienced iOS Developer with 10 years of professional experience specialising in TestFlight, Agile, SwiftUI, REST APIs, Git and CocoaPods, UIKit, Swift, CoreData, Xcode. Holds a M.Tech in Software Engineering from NIT Trichy. Previously contributed at Amazon Development Centre for 8 years and Accenture for 2 years, delivering production-grade systems in collaborative agile environments. Delivered blockchain-based supply chain traceability solution for a Fortune 500 client. Automated regression suite covering 85% code coverage, reducing QA cycle by 50%. Comfortable in ambiguous environments and able to deliver under tight deadlines. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Frontend Developer. The successful candidate will have 10+ years of experience with React, Webpack, JavaScript, Figma, Node.js, CSS, HTML5, GraphQL. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Familiarity with regulatory compliance (SOC 2, GDPR, HIPAA) is advantageous. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.17","low"
"Passionate Android Developer with 7 years of professional experience specialising in Firebase, Kotlin, Java, Dagger, Jetpack Compose and Android SDK, Git, Room, REST APIs, MVVM. Holds a B.S. in Computer Engineering from Purdue University. Previously contributed at Tech Mahindra for 5 years and ThoughtWorks for 2 years, delivering production-grade systems in collaborative agile environments. Fine-tuned BERT model reducing customer support ticket volume by 30%. Reduced deployment time by 40% through CI/CD automation. Developed Spark ETL pipeline processing 10TB of event data daily with 99.9% uptime. Recognised for bridging the gap between business stakeholders and engineering teams. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Android Developer to join a high-growth company. We require 5+ years of expertise across MVVM, Git, Room, Firebase, REST APIs, Android SDK, Kotlin, Jetpack Compose. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience conducting technical interviews and hiring is a bonus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.71","medium"
"Innovative Site Reliability Engineer with 4 years of professional experience specialising in Go, Linux, Prometheus, Grafana, CI/CD and PagerDuty, Terraform, Kubernetes, Python, SLO/SLA. Holds a M.S. in Data Science from Columbia University. Previously contributed at Swiggy for 2 years and Tech Mahindra for 2 years, delivering production-grade systems in collaborative agile environments. Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Delivered cross-platform mobile app with 4.7-star rating and 500K+ downloads. Designed multi-region AWS architecture supporting 2M+ daily active users. Passionate about developer experience, automation, and reducing toil. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a Site Reliability Engineer to help scale our platform. Candidates must demonstrate 5+ years of hands-on experience with PagerDuty, SLO/SLA, Linux, Go, Terraform, Python, Prometheus, CI/CD. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience with cloud platforms (AWS/GCP/Azure) is strongly preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.91","high"
"Dedicated Business Intelligence Developer with 4 years of professional experience specialising in DAX, Python, Data Warehousing, Tableau, Looker and ETL, Power BI, Snowflake, SQL, SSRS. Holds a B.Tech in ECE from IIT Bombay. Previously contributed at Microsoft India for 2 years and Accenture for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Microsoft Azure Administrator (AZ-104). Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Committed to continuous learning and staying current with industry trends. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Business Intelligence Developer to strengthen our engineering organisation. You will bring 3+ years working with Python, ETL, Tableau, DAX, Looker, Data Warehousing, SSRS, Snowflake. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Strong command of data structures, algorithms, and system design is required. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.85","high"
"Versatile Embedded Systems Engineer with 10 years of professional experience specialising in C++, C, Debugging, Assembly, Firmware and CAN Bus, RTOS, Linux Kernel, I2C, SPI. Holds a B.S. in Computer Science from UCLA. Previously contributed at ThoughtWorks for 8 years and Paytm for 2 years, delivering production-grade systems in collaborative agile environments. Improved database query performance by 60% via composite indexing and query rewriting. Automated regression suite covering 85% code coverage, reducing QA cycle by 50%. Adept at translating complex requirements into elegant, maintainable solutions. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Embedded Systems Engineer. The successful candidate will have 8+ years of experience with Firmware, Assembly, C, C++, SPI, I2C, Linux Kernel, CAN Bus. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Prior experience leading small cross-functional engineering squads is desirable. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.93","high"
"Proactive Blockchain Developer with 8 years of professional experience specialising in Rust, Ethereum, DeFi, Solidity, IPFS and Layer2, Hardhat, Smart Contracts, Web3.js, Truffle. Holds a M.S. in Information Systems from Carnegie Mellon University. Previously contributed at IBM for 6 years and Paytm for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Databricks Certified Associate Developer for Apache Spark, AWS Certified Solutions Architect – Associate. Consolidated five legacy Oracle databases into a unified PostgreSQL cluster. Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Known for a collaborative mindset and strong ownership across the full delivery lifecycle. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Blockchain Developer to join a high-growth company. We require 7+ years of expertise across Layer2, Smart Contracts, Web3.js, DeFi, Truffle, Hardhat, IPFS, Rust. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience in a fast-paced startup or product-led environment is preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.89","high"
"Skilled SAP Consultant with 6 years of professional experience specialising in FI/CO, SD, Integration, IDocs, S/4HANA and Basis, SAP HANA, SAP ERP, ABAP, MM. Holds a B.Tech in CSE from BITS Pilani. Previously contributed at MakeMyTrip for 4 years and LTIMindtree for 2 years, delivering production-grade systems in collaborative agile environments. Mentored a team of 6 junior engineers, improving sprint velocity by 25%. Built real-time fraud detection model achieving 94% precision. Driven by impact and consistently praised for technical depth and reliability. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a DevOps Engineer to help scale our platform. Candidates must demonstrate 5+ years of hands-on experience with Jenkins, Prometheus, Terraform, Bash, Docker, Linux, AWS, Kubernetes. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Background in event-driven architecture and message brokers is highly valued. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.14","low"
"Highly motivated Software Engineer with 13 years of professional experience specialising in Agile, Python, Docker, REST APIs, Linux and SQL, Git, Microservices, Java, CI/CD. Holds a B.Tech in Computer Science from IIT Delhi. Previously contributed at ThoughtWorks for 11 years and Swiggy for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Google Professional Cloud Engineer, Red Hat Certified Engineer (RHCE). Mentored a team of 6 junior engineers, improving sprint velocity by 25%. Improved database query performance by 60% via composite indexing and query rewriting. Experienced in both greenfield projects and modernizing legacy systems. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Frontend Developer to strengthen our engineering organisation. You will bring 11+ years working with TypeScript, HTML5, Node.js, GraphQL, JavaScript, Webpack, React, Figma. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience in a fast-paced startup or product-led environment is preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.58","medium"
"Results-driven Frontend Developer with 7 years of professional experience specialising in TypeScript, React, CSS, Node.js, Redux and HTML5, Webpack, JavaScript, Figma, GraphQL. Holds a M.S. in Computer Science from UT Austin. Previously contributed at Persistent Systems for 5 years and Zomato for 2 years, delivering production-grade systems in collaborative agile environments. Reduced deployment time by 40% through CI/CD automation. Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Comfortable in ambiguous environments and able to deliver under tight deadlines. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Machine Learning Engineer. The successful candidate will have 6+ years of experience with MLflow, Ray, CI/CD, Feature Engineering, Python, Triton, ONNX, TensorFlow. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Demonstrated ability to own features end-to-end from design to production. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.12","low"
"Detail-oriented Backend Developer with 10 years of professional experience specialising in Kubernetes, Java, REST, Hibernate, Spring Boot and Gradle, JUnit, PostgreSQL, Docker, Kafka. Holds a B.E. in Information Technology from VTU Bangalore. Previously contributed at Zoho for 8 years and Paytm for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Databricks Certified Associate Developer for Apache Spark, Red Hat Certified Engineer (RHCE). Mentored a team of 6 junior engineers, improving sprint velocity by 25%. Fine-tuned BERT model reducing customer support ticket volume by 30%. Recognised for bridging the gap between business stakeholders and engineering teams. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned DevOps Engineer to join a high-growth company. We require 11+ years of expertise across Linux, Docker, Jenkins, AWS, Terraform, Kubernetes, Prometheus, CI/CD. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Hands-on experience with observability tooling (Prometheus, Grafana, Datadog) preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.54","medium"
"Experienced DevOps Engineer with 7 years of professional experience specialising in Ansible, Bash, AWS, Terraform, CI/CD and Prometheus, Jenkins, Kubernetes, Docker, Linux. Holds a M.Tech in Software Engineering from NIT Trichy. Previously contributed at Infosys for 5 years and Swiggy for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Snowflake SnowPro Core Certification. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Reduced deployment time by 40% through CI/CD automation. Increased frontend Lighthouse performance score from 54 to 92 through code-splitting. Passionate about developer experience, automation, and reducing toil. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a DevOps Engineer to help scale our platform. Candidates must demonstrate 8+ years of hands-on experience with Linux, CI/CD, AWS, Prometheus, Jenkins, Ansible, Kubernetes, Bash. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Willingness to participate in on-call rotations and incident response is required. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.9","high"
"Passionate Data Engineer with 6 years of professional experience specialising in Redshift, Spark, Airflow, AWS Glue, Kafka and Hadoop, Python, ETL, Delta Lake, SQL. Holds a B.S. in Computer Engineering from Purdue University. Previously contributed at Cognizant for 4 years and Microsoft India for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: HashiCorp Terraform Associate, Certified Kubernetes Administrator (CKA). Built real-time fraud detection model achieving 94% precision. Spearheaded zero-downtime blue-green deployment pipeline serving 500K users. Committed to continuous learning and staying current with industry trends. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented iOS Developer to strengthen our engineering organisation. You will bring 5+ years working with Agile, CocoaPods, CoreData, UIKit, Swift, Xcode, SwiftUI, TestFlight. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Background in event-driven architecture and message brokers is highly valued. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.11","low"
"Innovative Data Scientist with 6 years of professional experience specialising in Python, Statsmodels, TensorFlow, NLP, SQL and Machine Learning, Jupyter, R, Pandas, Scikit-learn. Holds a M.S. in Data Science from Columbia University. Previously contributed at Freshworks for 4 years and ThoughtWorks for 2 years, delivering production-grade systems in collaborative agile environments. Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Fine-tuned BERT model reducing customer support ticket volume by 30%. Adept at translating complex requirements into elegant, maintainable solutions. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Data Scientist. The successful candidate will have 4+ years of experience with SQL, NLP, Pandas, Scikit-learn, Machine Learning, Python, TensorFlow, Statsmodels. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience with cloud platforms (AWS/GCP/Azure) is strongly preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.87","high"
"Dedicated Machine Learning Engineer with 10 years of professional experience specialising in MLflow, CI/CD, PyTorch, Python, Triton and Kubernetes, Ray, ONNX, Feature Engineering, TensorFlow. Holds a B.Tech in ECE from IIT Bombay. Previously contributed at Oracle India for 8 years and ThoughtWorks for 2 years, delivering production-grade systems in collaborative agile environments. Reduced deployment time by 40% through CI/CD automation. Spearheaded zero-downtime blue-green deployment pipeline serving 500K users. Delivered blockchain-based supply chain traceability solution for a Fortune 500 client. Known for a collaborative mindset and strong ownership across the full delivery lifecycle. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Cloud Architect to join a high-growth company. We require 11+ years of expertise across Security, VPC, Kubernetes, GCP, Terraform, AWS, Cost Optimization, Azure. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Exposure to the financial services or healthcare domain is an advantage. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.56","medium"
"Versatile Cloud Architect with 10 years of professional experience specialising in AWS, GCP, Cost Optimization, Azure, VPC and Security, IAM, Kubernetes, Microservices, Terraform. Holds a B.S. in Computer Science from UCLA. Previously contributed at Deloitte for 8 years and ThoughtWorks for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Kubernetes Administrator (CKA). Delivered blockchain-based supply chain traceability solution for a Fortune 500 client. Fine-tuned BERT model reducing customer support ticket volume by 30%. Delivered cross-platform mobile app with 4.7-star rating and 500K+ downloads. Driven by impact and consistently praised for technical depth and reliability. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a Cloud Architect to help scale our platform. Candidates must demonstrate 8+ years of hands-on experience with Cost Optimization, AWS, Security, Azure, Terraform, Kubernetes, VPC, Microservices. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Prior experience leading small cross-functional engineering squads is desirable. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.9","high"
"Proactive Cybersecurity Analyst with 5 years of professional experience specialising in OWASP, Vulnerability Assessment, Penetration Testing, SOC, SIEM and Firewalls, Splunk, Incident Response, IDS/IPS, Python. Holds a M.S. in Information Systems from Carnegie Mellon University. Previously contributed at Freshworks for 3 years and Oracle India for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Snowflake SnowPro Core Certification. Built real-time fraud detection model achieving 94% precision. Mentored a team of 6 junior engineers, improving sprint velocity by 25%. Improved database query performance by 60% via composite indexing and query rewriting. Experienced in both greenfield projects and modernizing legacy systems. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Site Reliability Engineer to strengthen our engineering organisation. You will bring 5+ years working with SLO/SLA, Grafana, Terraform, Linux, Python, Kubernetes, Prometheus, Go. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience conducting technical interviews and hiring is a bonus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.14","low"
"Skilled Network Engineer with 7 years of professional experience specialising in Juniper, Cisco, MPLS, VLANs, Network Monitoring and TCP/IP, OSPF, BGP, Firewalls, SD-WAN. Holds a B.Tech in CSE from BITS Pilani. Previously contributed at Wipro for 5 years and MakeMyTrip for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Ethical Hacker (CEH), HashiCorp Terraform Associate. Designed multi-region AWS architecture supporting 2M+ daily active users. Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Spearheaded zero-downtime blue-green deployment pipeline serving 500K users. Comfortable in ambiguous environments and able to deliver under tight deadlines. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Network Engineer. The successful candidate will have 7+ years of experience with SD-WAN, Network Monitoring, TCP/IP, Juniper, OSPF, BGP, Cisco, Firewalls. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Active open-source contributions or a public GitHub portfolio are a strong plus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.98","high"
"Highly motivated Database Administrator with 9 years of professional experience specialising in Replication, Backup/Recovery, PostgreSQL, MySQL, SQL Server and Oracle, MongoDB, PL/SQL, Performance Tuning, Partitioning. Holds a B.Tech in Computer Science from IIT Delhi. Previously contributed at Zoho for 7 years and Freshworks for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Ethical Hacker (CEH), AWS Certified Solutions Architect – Associate. Implemented end-to-end AES-256 encryption for a PCI-DSS compliant payment system. Built real-time fraud detection model achieving 94% precision. Recognised for bridging the gap between business stakeholders and engineering teams. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned QA Engineer to join a high-growth company. We require 8+ years of expertise across Selenium, REST API Testing, JIRA, Postman, Cucumber, CI/CD, Python, Agile. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Willingness to participate in on-call rotations and incident response is required. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.51","medium"
"Results-driven QA Engineer with 5 years of professional experience specialising in REST API Testing, Selenium, Postman, Cucumber, Test Automation and Python, TestNG, JIRA, Agile, CI/CD. Holds a M.S. in Computer Science from UT Austin. Previously contributed at Paytm for 3 years and Mphasis for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: AWS Certified Solutions Architect – Associate, Certified Kubernetes Administrator (CKA). Implemented end-to-end AES-256 encryption for a PCI-DSS compliant payment system. Improved database query performance by 60% via composite indexing and query rewriting. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Passionate about developer experience, automation, and reducing toil. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a Site Reliability Engineer to help scale our platform. Candidates must demonstrate 5+ years of hands-on experience with Python, CI/CD, Prometheus, Kubernetes, Grafana, PagerDuty, SLO/SLA, Linux. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Familiarity with DevOps practices and mature CI/CD pipelines is essential. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.35","low"
"Detail-oriented Full Stack Developer with 7 years of professional experience specialising in TypeScript, Node.js, MongoDB, GraphQL, React and Docker, Redis, Nginx, AWS, Express. Holds a B.E. in Information Technology from VTU Bangalore. Previously contributed at LTIMindtree for 5 years and Tech Mahindra for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Microsoft Azure Administrator (AZ-104), Certified Ethical Hacker (CEH). Migrated 200TB data warehouse to Snowflake, reducing query costs by 45%. Improved database query performance by 60% via composite indexing and query rewriting. Committed to continuous learning and staying current with industry trends. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Full Stack Developer to strengthen our engineering organisation. You will bring 7+ years working with Redis, TypeScript, Node.js, Express, GraphQL, Docker, AWS, MongoDB. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Familiarity with regulatory compliance (SOC 2, GDPR, HIPAA) is advantageous. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.83","high"
"Experienced iOS Developer with 10 years of professional experience specialising in Agile, UIKit, REST APIs, Xcode, TestFlight and SwiftUI, Git, CocoaPods, CoreData, Swift. Holds a M.Tech in Software Engineering from NIT Trichy. Previously contributed at Paytm for 8 years and Mphasis for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: PMP Certified. Designed multi-region AWS architecture supporting 2M+ daily active users. Developed Spark ETL pipeline processing 10TB of event data daily with 99.9% uptime. Adept at translating complex requirements into elegant, maintainable solutions. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Blockchain Developer. The successful candidate will have 10+ years of experience with Smart Contracts, Truffle, Hardhat, Solidity, DeFi, Web3.js, IPFS, Rust. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience in a fast-paced startup or product-led environment is preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.43","low"
"Passionate Android Developer with 12 years of professional experience specialising in REST APIs, Kotlin, MVVM, Dagger, Git and Room, Firebase, Android SDK, Jetpack Compose, Java. Holds a B.S. in Computer Engineering from Purdue University. Previously contributed at TCS for 10 years and Deloitte for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Ethical Hacker (CEH). Delivered blockchain-based supply chain traceability solution for a Fortune 500 client. Reduced deployment time by 40% through CI/CD automation. Designed multi-region AWS architecture supporting 2M+ daily active users. Known for a collaborative mindset and strong ownership across the full delivery lifecycle. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Site Reliability Engineer to join a high-growth company. We require 11+ years of expertise across PagerDuty, Python, Kubernetes, SLO/SLA, Prometheus, CI/CD, Grafana, Go. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Prior experience leading small cross-functional engineering squads is desirable. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.68","medium"
